org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
nti-bio,misuse.bio-chem.design-tool-misuse,primary,https://www.nti.org/about/programs-projects/project/aixbio-global-forum/,"AIxBio Global Forum runs a dedicated technical working group on biological design tools, plus a 2026 horizon scan finding governance is lagging design-tool progress.",b05,agent-2026-09-21,,2026-09-21,false
cepi,misuse.bio-chem.design-tool-misuse,secondary,https://cepi.net/artificial-intelligence,"Pursues a ""biosecurity-by-design"" approach with the University of Washington Institute for Protein Design, building safeguards into design tools from the outset.",b05,agent-2026-09-21,,2026-09-21,false
ibbis,misuse.bio-chem.design-tool-misuse,secondary,https://ibbis.bio/new-study-sets-precedent-responsible-ai-biosecurity/,Partner in the 2025 study on AI-designed proteins evading screening and in its managed-access data release.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
microsoft-research-biosecurity,misuse.bio-chem.design-tool-misuse,secondary,https://www.microsoft.com/en-us/research/publication/strengthening-nucleic-acid-biosecurity-screening-against-generative-protein-design-tools/,"Led the study showing AI-redesigned toxins evaded synthesis screening and coordinated a patch with screening providers (Science, October 2025).",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
sentinel,misuse.bio-chem.design-tool-misuse,secondary,https://sentinelbio.org/research-and-projects/,"Grant-making across a ""biosecurity and AI"" portfolio that includes design-tool-adjacent nucleic-acid governance work.",b05,agent-2026-09-21,,2026-09-21,false
active-site,misuse.bio-chem.knowledge-uplift,primary,https://arxiv.org/abs/2602.16703,"Research nonprofit that ran the first large randomised controlled trial of frontier-AI uplift for novices in wet-lab molecular biology (153 participants, mid-2025 models; no significant end-to-end uplift).",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
johns-hopkins-center-for-health-security,misuse.bio-chem.knowledge-uplift,primary,https://centerforhealthsecurity.org/our-work/aixbio,AIxBio programme researches dual-use capabilities of concern in biological AI models and submits policy responses on AI-bio knowledge risk.,b05,agent-2026-09-21,,2026-09-21,false
rand-global-and-emerging-risks-caps,misuse.bio-chem.knowledge-uplift,primary,https://www.rand.org/pubs/research_reports/RRA2977-2.html,Runs the leading red-team methodology testing whether LLMs meaningfully raise bioweapons attack viability; found no measurable uplift from the models it tested.,b05,agent-2026-09-21,,2026-09-21,false
securebio,misuse.bio-chem.knowledge-uplift,primary,https://securebio.org/virologytest/,"Built the Virology Capabilities Test, SecureBio's own measure of how much expert virology knowledge AI models supply.",b05,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
center-for-security-and-emerging-technology-cset,misuse.bio-chem.knowledge-uplift,secondary,https://cset.georgetown.edu/article/large-language-models-in-biology/,Published analysis on LLMs in biology and an AI-biorisk explainer assessing tacit-knowledge uplift risk.,b05,agent-2026-09-21,,2026-09-21,false
frontier-model-forum,misuse.bio-chem.knowledge-uplift,secondary,https://www.frontiermodelforum.org/issue-briefs/preliminary-taxonomy-of-ai-bio-misuse-mitigations/,AI-Bio workstream coordinates frontier developers' biological safeguards.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
future-of-life-institute-fli,misuse.bio-chem.knowledge-uplift,secondary,https://futureoflife.org/wp-content/uploads/2024/02/FLI_AI_and_Chemical_Bio_Weapons.pdf,"""Chemical & Biological Weapons and Artificial Intelligence"" (2024) is a policy analysis of AI uplift risk covering the biological pathway.",b05,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,misuse.bio-chem.knowledge-uplift,secondary,https://www.aisi.gov.uk/research-agenda,Chemical and biological misuse is a named AISI risk domain.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
ibbis,misuse.bio-chem.synthesis-screening,primary,https://ibbis.bio/our-work/common-mechanism/,"Builds and runs the open-source Common Mechanism for DNA synthesis screening, adopted by providers to check orders against hazardous sequences.",b05,agent-2026-09-21,,2026-09-21,false
securedna,misuse.bio-chem.synthesis-screening,primary,https://securedna.org/,"Free, privacy-preserving synthesis-screening system run by the SecureDNA foundation.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
securebio,misuse.bio-chem.synthesis-screening,secondary,https://securedna.org/,"Developed SecureDNA, a free universal synthesis-screening protocol used alongside IBBIS's Common Mechanism.",b05,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
sentinel,misuse.bio-chem.synthesis-screening,secondary,https://sentinelbio.org/research-and-projects/,"Its largest grant category, ""Nucleic Acid Governance"", funds Johns Hopkins CHS, RAND, the Engineering Biology Research Consortium and SecureDNA on synthesis screening.",b05,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.cyber.attack-detection,primary,https://www.anthropic.com/threat-intelligence-report-september-2026,Publishes its own detection and disruption case studies for AI-driven attacks against its own platform and third parties.,b04,agent-2026-09-21,,2026-09-21,false
google-threat-intelligence-group-gtig,misuse.cyber.attack-detection,primary,https://cloud.google.com/blog/topics/threat-intelligence,Regular public threat-intelligence reporting on AI-driven attacks observed in the wild.,b04,agent-2026-09-21,,2026-09-21,false
microsoft-threat-intelligence,misuse.cyber.attack-detection,primary,https://www.microsoft.com/en-us/security/blog/2024/02/14/staying-ahead-of-threat-actors-in-the-age-of-ai/,"Microsoft Threat Intelligence tracks and disrupts state actors using LLMs, jointly with OpenAI since 2024.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,misuse.cyber.attack-detection,primary,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,Publishes periodic public reporting on disrupting malicious uses of its models.,b04,agent-2026-09-21,,2026-09-21,false
palisade-research,misuse.cyber.attack-detection,secondary,https://ai-honeypot.palisaderesearch.org/,Independent (non-developer) detection of AI hacking agents via a public honeypot.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,misuse.cyber.autonomous-intrusion,primary,https://www.anthropic.com/threat-intelligence-report-september-2026,"September 2026 threat intelligence report documents multiple cases (GTG-20006, GTG-50014 'vibe hacking', GTG-10007 agent swarms) of AI agents autonomously running reconnaissance-to-exfiltration pipelines and rebuilding detected malware with minimal human direction; verified by direct fetch, URL resolves and matches the claim.",b04,agent-2026-09-21,,2026-09-21,false
google-threat-intelligence-group-gtig,misuse.cyber.autonomous-intrusion,primary,https://cloud.google.com/blog/topics/threat-intelligence/from-prompting-to-autonomy-the-evolution-of-adversarial-ai,AI Threat Tracker series is specifically framed around the shift 'from prompting to autonomy' in adversarial AI use.,b04,agent-2026-09-21,,2026-09-21,false
institute-for-ai-policy-and-strategy-iaps,misuse.cyber.autonomous-intrusion,secondary,https://www.iaps.ai/research/autonomous-cyber-attacks,Independent analysis of the emergence of autonomous cyber attacks and their policy implications.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,misuse.cyber.autonomous-intrusion,secondary,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,"Publishes periodic updates on disrupting malicious and deceptive uses of its models, including reduced-supervision agent misuse.",b04,agent-2026-09-21,,2026-09-21,false
palisade-research,misuse.cyber.autonomous-intrusion,secondary,https://ai-honeypot.palisaderesearch.org/,"Ran an LLM Agent Honeypot to detect autonomous AI hacking agents in the wild (24 million interactions, three confirmed agents); a new version is being built.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
financial-stability-board,misuse.cyber.critical-infrastructure,primary,https://www.fsb.org/2026/08/fsb-chairs-letter-to-g20-finance-ministers-and-central-bank-governors-august-2026/,FSB Chair's August 2026 letter to G20 finance ministers named AI-enabled cyber attacks as the most immediate threat to global financial stability and flagged governance gaps across jurisdictions.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
fs-isac,misuse.cyber.critical-infrastructure,primary,https://www.fsisac.com/knowledge/updated-sector-risk-advisory-preparing-the-enterprise-for-ai-enabled-vulnerability-discovery,"Issued and then updated (2026) a sector-wide advisory specifically on AI-enabled vulnerability discovery aimed at financial institutions, with 12 concrete recommendations.",b04,agent-2026-09-21,,2026-09-21,false
institute-for-security-and-technology-ist,misuse.cyber.critical-infrastructure,primary,https://securityandtechnology.org/fragile-foundations-sprint/,"Launched the 'Fragile Foundations Sprint' on 3 September 2026, a 100-day, five-workstream effort explicitly on 'AI-related threats' to under-resourced ('cyber-poor') operators of electricity, water, healthcare, food and transport infrastructure; verified live and dated.",b04,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.cyber.critical-infrastructure,secondary,https://techcrunch.com/2026/06/02/anthropic-scales-claude-mythos-to-critical-infrastructure-in-15-countries/,"Extended Project Glasswing (defensive access to Claude Mythos) to power, water, healthcare and communications operators in more than 15 countries in June 2026.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
claroty,misuse.cyber.critical-infrastructure,secondary,https://claroty.com/team82,OT security vendor publishing AI-specific threat analysis through its Team82 research group.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
dragos,misuse.cyber.critical-infrastructure,secondary,https://www.dragos.com/blog/ai-ot-threat-landscape,"OT/ICS security vendor publishing AI-specific threat-landscape analysis (Sept 2026) and shipping 'EmberAI', an AI-assisted analyst tool for industrial security teams.",b04,agent-2026-09-21,,2026-09-21,false
enisa,misuse.cyber.critical-infrastructure,secondary,https://www.enisa.europa.eu/publications/enisas-view-on-cybersecurity-in-the-frontier-ai-era,"Published 'ENISA's view on Cybersecurity in the Frontier AI Era' (7 July 2026) for EU national authorities, defenders and service providers; general rather than OT-specific, but the most current EU-level AI-cyber guidance.",b04,agent-2026-09-21,,2026-09-21,false
estdev,misuse.cyber.defensive-capacity-gaps,primary,https://www.estdev.ee/en/projects/capacity-building-cybersecurity-and-artificial-intelligence,"Estonian Centre for International Development runs a GIZ-funded programme (2025 to 2027) training officials and critical-infrastructure operators in Moldova, Ukraine, Albania, Armenia, Serbia and Montenegro on AI-enabled cyber threats.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
global-forum-on-cyber-expertise-gfce,misuse.cyber.defensive-capacity-gaps,secondary,https://thegfce.org,Global clearinghouse coordinating cyber-capacity-building projects and donors; its published themes and clearinghouse listings show no dedicated AI-specific capacity track.,b04,agent-2026-09-21,,2026-09-21,false
institute-for-security-and-technology-ist,misuse.cyber.defensive-capacity-gaps,secondary,https://securityandtechnology.org/fragile-foundations-sprint/,"Fragile Foundations Sprint targets under-resourced (""cyber-poor"") infrastructure operators.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
itu,misuse.cyber.defensive-capacity-gaps,secondary,https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx,"UN agency running general cybersecurity-capacity and digital-development programmes (Global Cybersecurity Index, CSIRT support) in developing countries; AI work found is about AI adoption/benefits, not AI-cyber defensive capacity specifically.",b04,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
oxford-global-cyber-security-capacity-centre,misuse.cyber.defensive-capacity-gaps,secondary,https://gcscc.ox.ac.uk/,Maintains the Cybersecurity Capacity Maturity Model used to assess national cyber capacity worldwide.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
world-bank-cybersecurity-multi-donor-trust-fund,misuse.cyber.defensive-capacity-gaps,secondary,https://www.worldbank.org/en/programs/cybersecurity-trust-fund,Funds general cyber-resilience capacity building in developing countries; no AI-specific workstream identified as of September 2026.,b04,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.cyber.defensive-uplift,primary,https://techcrunch.com/2026/06/02/anthropic-scales-claude-mythos-to-critical-infrastructure-in-15-countries/,"Project Glasswing gives operators, including power, water, health and communications providers in more than 15 countries, gated defensive access to Claude Mythos (extended in June 2026).",b04,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
darpa,misuse.cyber.defensive-uplift,primary,https://aicyberchallenge.com/,"Ran the AI Cyber Challenge (final at DEF CON, August 2025), the main public demonstration of autonomous find-and-patch systems, and required finalists to open-source them.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
google-deepmind,misuse.cyber.defensive-uplift,primary,https://projectzero.google/2024/10/from-naptime-to-big-sleep.html,"[Google DeepMind / Project Zero (Big Sleep)] Big Sleep is an LLM-based agent that has found real zero-day vulnerabilities before attackers, the leading public demonstration of AI-assisted vulnerability discovery.",b04,agent-2026-09-21,,2026-09-21,false
openai,misuse.cyber.defensive-uplift,primary,https://openai.com/index/trusted-access-for-cyber/,Trusted Access for Cyber gives vetted defenders access to cyber-tuned models.,b04,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
frontier-model-forum,misuse.cyber.defensive-uplift,secondary,https://www.frontiermodelforum.org/workstreams/ai-security-workstream/,"Industry body (Anthropic, Google DeepMind, Microsoft, OpenAI, Meta) runs a dedicated AI Security Workstream coordinating cyber-defence applications and shared standards across labs.",b04,agent-2026-09-21,,2026-09-21,false
trail-of-bits,misuse.cyber.defensive-uplift,secondary,https://blog.trailofbits.com/2025/08/09/trail-of-bits-buttercup-wins-2nd-place-in-aixcc-challenge/,"Buttercup, its AIxCC entry, placed 2nd in DARPA's AI Cyber Challenge for automated vulnerability discovery and patching.",b04,agent-2026-09-21,,2026-09-21,false
berkeley-center-for-responsible-decentralized-intelligence-rdi,misuse.cyber.offensive-uplift,primary,https://rdi.berkeley.edu/frontier-ai-impact-on-cybersecurity/,Authored the field's reference framework and expert survey on frontier AI's marginal impact on attackers versus defenders (the node's canonical reference).,b04,agent-2026-09-21,,2026-09-21,false
google-threat-intelligence-group-gtig,misuse.cyber.offensive-uplift,primary,https://cloud.google.com/blog/topics/threat-intelligence/from-prompting-to-autonomy-the-evolution-of-adversarial-ai,"Runs the AI Threat Tracker series documenting how attackers use Gemini and other models for reconnaissance, malware development and social engineering.",b04,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.cyber.offensive-uplift,secondary,https://www.anthropic.com/threat-intelligence-report-september-2026,September 2026 threat intelligence report documents concrete uplift levels attackers achieved (from phishing copy to autonomous campaign orchestration).,b04,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,misuse.cyber.offensive-uplift,secondary,https://www.aisi.gov.uk/research-agenda,Cyber misuse is one of AISI's named risk-research domains; it measures uplift for government.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
europol,misuse.fraud-and-abuse.csam,primary,https://www.iwf.org.uk/media/hl1nvdti/iwf-ai-csam-report-2026.pdf,"Ran Operational Cumberland, an international law-enforcement operation against AI-generated CSAM offenders, resulting in 273 suspects identified and 25 arrests.",b06,agent-2026-09-21,,2026-09-21,false
google-child-safety-team,misuse.fraud-and-abuse.csam,primary,https://publicpolicy.google/article/expanding-ai-tools-partnerships-combat-csam/,"Builds and shares AI classifiers to detect CSAM, including novel AI-generated material, across its own products and with partners.",b06,agent-2026-09-21,,2026-09-21,false
internet-watch-foundation-iwf,misuse.fraud-and-abuse.csam,primary,https://www.iwf.org.uk/media/hl1nvdti/iwf-ai-csam-report-2026.pdf,"Dedicated ongoing research programme quantifying AI-generated CSAM; 2026 report found a 26,385% rise in confirmed AI-generated abuse videos from 2024 (13) to 2025 (3,443).",b06,agent-2026-09-21,,2026-09-21,false
microsoft-digital-safety-team,misuse.fraud-and-abuse.csam,primary,https://www.thorn.org/blog/microsoft-expands-photodna-to-fight-child-abuse-imagery/,"Develops and licenses PhotoDNA hash-matching technology industry-wide, and publishes an annual Digital Safety Content Report.",b06,agent-2026-09-21,,2026-09-21,false
national-center-for-missing-and-exploited-children-ncmec,misuse.fraud-and-abuse.csam,primary,https://www.missingkids.org/blog/2026/the-work-never-stops-first-look-at-ncmecs-2025-data,"Operates the US CyberTipline, the central reporting pipeline that platforms use, and reports 2025 data including the growth in AI-generated reports.",b06,agent-2026-09-21,,2026-09-21,false
thorn,misuse.fraud-and-abuse.csam,primary,https://www.thorn.org/blog/safer-impact-report-2026/,"Builds and sells Safer, an AI classifier suite (hashing plus predictive classifiers) purpose-built to find novel AI-generated CSAM that hash-matching alone misses.",b06,agent-2026-09-21,,2026-09-21,false
ofcom,misuse.fraud-and-abuse.csam,secondary,https://www.ofcom.org.uk/online-safety/illegal-and-harmful-content/ofcom-launches-investigation-into-x-over-grok-sexualised-imagery,UK online-safety regulator; opened a formal investigation into X over Grok-generated sexualised imagery in January 2026.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
weprotect-global-alliance,misuse.fraud-and-abuse.csam,secondary,https://www.iwf.org.uk/media/hl1nvdti/iwf-ai-csam-report-2026.pdf,"Multi-stakeholder alliance of governments, industry and civil society coordinating on child sexual exploitation online, including the AI-generated case.",b06,agent-2026-09-21,,2026-09-21,false
europol,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://www.europol.europa.eu/cms/sites/default/files/documents/Europol_Innovation_Lab_Facing_Reality_Law_Enforcement_And_The_Challenge_Of_Deepfakes.pdf,"[Europol Innovation Lab] Published 'Facing Reality', a report specifically on law enforcement's challenge from deepfake technology in fraud and organised crime.",b06,agent-2026-09-21,,2026-09-21,false
fbi-internet-crime-complaint-center-ic3,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://www.infosecurity-magazine.com/news/fbi-deepfake-videos-ic3/,"Issues public alerts on AI deepfake and voice-clone fraud, including on scammers impersonating IC3 itself with AI-generated videos.",b06,agent-2026-09-21,,2026-09-21,false
global-anti-scam-alliance-gasa,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://gasa.org/knowledge-base/blog/global-anti-scam-alliance-launches-scam.org-with-openai-and-key-partners,"Launched scam.org with OpenAI and partnered with TruthScan to add deepfake detection, and publishes an annual policy agenda addressing AI-powered scams.",b06,agent-2026-09-21,,2026-09-21,false
pindrop,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://www.prnewswire.com/news-releases/pindrops-2025-voice-intelligence--security-report-reveals-1-300-surge-in-deepfake-fraud-302479482.html,"Voice-fraud detection vendor deployed at banks (e.g. FNBO); its 2025 Voice Intelligence & Security Report documented a 1,300% surge in deepfake voice fraud.",b06,agent-2026-09-21,,2026-09-21,false
reality-defender,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://www.realitydefender.com/solutions/finance,Commercial deepfake-detection vendor selling real-time voice and video fraud detection specifically to financial institutions.,b06,agent-2026-09-21,,2026-09-21,false
uk-finance,misuse.fraud-and-abuse.fraud-and-impersonation,primary,https://www.ukfinance.org.uk/system/files/2026-06/UK%20Finance%20Fraud%20Report%202026.pdf,Banking trade body's Annual Fraud Report 2026 tracks AI-driven fraud losses and sector response across UK banks.,b06,agent-2026-09-21,,2026-09-21,false
openai,misuse.fraud-and-abuse.fraud-and-impersonation,secondary,https://openai.com/index/disrupting-malicious-ai-uses/,Disruption reports include scam-centre and employment-fraud operations using its models; partner in GASA's scam.org.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
institute-for-strategic-dialogue-isd,misuse.fraud-and-abuse.ncii,primary,https://www.isdglobal.org/publication/mapping-the-nudify-tools-ecosystem/,"Published a dedicated mapping of the 'nudify' tools ecosystem (July 2026) covering discovery, creation, distribution and payment infrastructure, funded by the UK AI Security Institute's Challenge Fund.",b06,agent-2026-09-21,,2026-09-21,false
stopncii-org-run-by-swgfl,misuse.fraud-and-abuse.ncii,primary,https://swgfl.org.uk/magazine/stopncii-org-being-used-to-protect-over-1-000-000-images-online/,Hash-matching takedown tool used by participating platforms (including Meta); reports protecting over one million images.,b06,agent-2026-09-21,,2026-09-21,false
center-for-democracy-and-technology-cdt,misuse.fraud-and-abuse.ncii,secondary,https://cdt.org/wp-content/uploads/2026/04/2026-04-08-CDT-NCII-Hash-matching-brief-2.pdf,Published a policy brief (April 2026) on governing NCII hash-matching systems.,b06,agent-2026-09-21,,2026-09-21,false
electronic-frontier-foundation-eff,misuse.fraud-and-abuse.ncii,secondary,https://www.eff.org/pages/ai-and-nciideepfakes,Maintains policy and legal analysis on AI-generated NCII and deepfakes.,b06,agent-2026-09-21,,2026-09-21,false
ofcom,misuse.fraud-and-abuse.ncii,secondary,https://www.ofcom.org.uk/online-safety/illegal-and-harmful-content/ofcom-launches-investigation-into-x-over-grok-sexualised-imagery,Investigating X over Grok-generated sexualised images of real people (January 2026).,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
tech-transparency-project,misuse.fraud-and-abuse.ncii,secondary,https://www.techtransparencyproject.org/articles/apple-and-google-are-steering-users-to-nudify-apps,Documents app-store distribution of nudify apps and pressures Apple and Google on enforcement.,b06,agent-2026-09-21,,2026-09-21,false
anthropic,misuse.influence-operations.covert-campaigns,primary,https://www.anthropic.com/threat-intelligence-report-september-2026,"[Anthropic (Threat Intelligence)] September 2026 report disrupted nine state-aligned influence campaigns (Russia, Iran, Turkey, Gulf states) using Claude for personas, fabricated news and loyalty-scoring systems.",b06,agent-2026-09-21,,2026-09-21,false
center-for-an-informed-public-cip-university-of-washington,misuse.influence-operations.covert-campaigns,primary,https://www.cip.uw.edu/,Academic centre studying AI-generated disinformation and running election-rumour research ahead of the 2026 US midterms.,b06,agent-2026-09-21,,2026-09-21,false
cetas-the-alan-turing-institute,misuse.influence-operations.covert-campaigns,primary,https://cetas.turing.ac.uk/publications/ai-enabled-influence-operations-safeguarding-future-elections,"Published a full report on AI-enabled influence operations and election safeguarding, with UK parliamentary evidence submissions.",b06,agent-2026-09-21,,2026-09-21,false
dfrlab-atlantic-council,misuse.influence-operations.covert-campaigns,primary,https://dfrlab.org/research/,"Digital Forensic Research Lab investigates and publishes on disinformation and influence campaigns, including AI-generated cases.",b06,agent-2026-09-21,,2026-09-21,false
graphika,misuse.influence-operations.covert-campaigns,primary,https://www.graphika.com/reports,Commercial network-analysis firm publishing regular named-campaign takedown and attribution reports (e.g. Spamouflage tracking).,b06,agent-2026-09-21,,2026-09-21,false
institute-for-strategic-dialogue-isd,misuse.influence-operations.covert-campaigns,primary,https://www.isdglobal.org/disinformation/,Runs a dedicated disinformation research programme covering generative AI's effect on influence operations.,b06,agent-2026-09-21,,2026-09-21,false
meta-security-policy-adversarial-threat-report,misuse.influence-operations.covert-campaigns,primary,https://transparency.meta.com/sr/H2-2026-adversarial-threat-report,H2 2026 adversarial threat report: every coordinated inauthentic behaviour network disrupted in the period used generative AI in some form.,b06,agent-2026-09-21,,2026-09-21,false
microsoft-threat-analysis-center-mtac,misuse.influence-operations.covert-campaigns,primary,https://blogs.microsoft.com/on-the-issues/2024/10/23/as-the-u-s-election-nears-russia-iran-and-china-step-up-influence-efforts/,"Dedicated Microsoft unit tracking and publishing on nation-state influence operations, including recurring election-specific reports.",b06,agent-2026-09-21,,2026-09-21,false
openai,misuse.influence-operations.covert-campaigns,primary,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,[OpenAI (Global Affairs / threat intelligence)] Publishes recurring reports disrupting covert state and commercial influence operations that used its models.,b06,agent-2026-09-21,,2026-09-21,false
eu-disinfolab,misuse.influence-operations.covert-campaigns,secondary,https://www.disinfo.eu/ai-disinfo-hub/,Maintains a dedicated hub tracking AI's role in European disinformation campaigns.,b06,agent-2026-09-21,,2026-09-21,false
gifct-global-internet-forum-to-counter-terrorism,misuse.influence-operations.extremist-recruitment,primary,https://gifct.org/wp-content/uploads/2025/04/GIFCT-25WG-0425-AI_Report-Web-1.1.pdf,"Industry-coordination body's working group published a dedicated report on AI threats, opportunities and policy frameworks for counter-terrorism (April 2025).",b06,agent-2026-09-21,,2026-09-21,false
gnet-global-network-on-extremism-and-technology,misuse.influence-operations.extremist-recruitment,primary,https://gnet-research.org/2025/04/11/automated-recruitment-artificial-intelligence-iskp-and-extremist-radicalisation/,"Publishes a steady stream of AI-specific extremism research, including on ISKP's use of AI for recruitment (April 2025) and AI companion chatbots and radicalisation (December 2025).",b06,agent-2026-09-21,,2026-09-21,false
tech-against-terrorism,misuse.influence-operations.extremist-recruitment,primary,https://techagainstterrorism.org/gen-ai,"Runs a dedicated explainer and briefing series on terrorist use of generative AI, including documented early terrorist experimentation with GenAI services.",b06,agent-2026-09-21,,2026-09-21,false
international-centre-for-counter-terrorism-icct,misuse.influence-operations.extremist-recruitment,secondary,https://icct.nl/publication/exploitation-generative-ai-terrorist-groups,Published research on the exploitation of generative AI by terrorist groups.,b06,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,misuse.influence-operations.personalised-persuasion,primary,https://www.oii.ox.ac.uk/news-events/oxford-researchers-reveal-how-conversational-ai-can-change-political-opinions/,"Human-influence team co-authored the largest study of AI political persuasion (about 77,000 participants, Science 2025) with Oxford.",review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
article-36,misuse.military.decision-support,secondary,https://article36.org/,"Published commentary (March 2026) on AI-based targeting in armed conflict, extending its autonomous-weapons mandate to decision-support systems specifically.",b05,agent-2026-09-21,,2026-09-21,false
center-for-a-new-american-security-cnas,misuse.military.decision-support,secondary,https://www.cnas.org/,"Paul Scharre and colleagues track and comment on AI targeting and human oversight debates, including UN/ICRC calls for rules on autonomous and AI-assisted targeting.",b05,agent-2026-09-21,,2026-09-21,false
center-for-security-and-emerging-technology-cset,misuse.military.decision-support,secondary,https://cset.georgetown.edu/article/in-applying-ai-to-military-decision-making-the-ip4-should-learn-from-nato/,"CSET researchers (Mayo, Probasco, Kahn) published analysis (Aug 2026) on how allied militaries should build confidence in AI-enabled decision-support systems through demonstrations and transparency.",b05,agent-2026-09-21,,2026-09-21,false
international-committee-of-the-red-cross-icrc,misuse.military.decision-support,secondary,https://www.icrc.org/en/law-and-policy/new-technologies-and-warfare,Treats AI decision-support systems in targeting as part of its work on new technologies and international humanitarian law.,v2-low-edit,v2-build-2026-09-24,opus-review-2026-09-23,2026-09-24,false
article-36,misuse.military.lethal-autonomy,primary,https://article36.org/,UK-based specialist NGO whose core mandate covers autonomous weapons and AI-based targeting; steering committee member of Stop Killer Robots.,b05,agent-2026-09-21,,2026-09-21,false
future-of-life-institute-fli,misuse.military.lethal-autonomy,primary,https://futureoflife.org/project/autonomous-weapons/,"Maintains Autonomous Weapons Watch, a diplomat's guide to autonomous weapons, and a monthly newsletter; the clearest AI-safety-native bridge into this arms-control field.",b05,agent-2026-09-21,,2026-09-21,false
human-rights-watch,misuse.military.lethal-autonomy,primary,https://www.hrw.org/topic/arms/killer-robots,Arms Division co-founded the Stop Killer Robots campaign and publishes legal analysis (with Harvard's International Human Rights Clinic) on autonomous weapons.,review-misuse,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
international-committee-of-the-red-cross-icrc,misuse.military.lethal-autonomy,primary,https://www.icrc.org/en/law-and-policy/new-technologies-and-warfare,"Published a June 2026 advocacy paper calling autonomous weapons regulation ""a key opportunity to prevent the development of unacceptable autonomous weapons"" and maintains a formal position paper on the subject.",b05,agent-2026-09-21,,2026-09-21,false
stop-killer-robots,misuse.military.lethal-autonomy,primary,https://www.stopkillerrobots.org/,Coalition of 300+ member organisations across 70+ countries campaigning for a binding international instrument requiring human control over the use of force.,b05,agent-2026-09-21,,2026-09-21,false
unidir,misuse.military.lethal-autonomy,primary,https://unidir.org/programme/security-and-technology/,"Runs a dedicated Centre of Excellence on AI, Peace and Security, including the RAISE roundtable and a Framework of Responsible Industry Behaviour for AI in the Military Domain.",b05,agent-2026-09-21,,2026-09-21,false
pentagon-chief-digital-and-ai-office-cdao,misuse.military.testing-and-assurance,primary,https://www.ai.mil/,"US Department of Defense office responsible for accelerating and assuring AI adoption ""from the boardroom to the battlefield"", including test-and-evaluation coordination.",b05,agent-2026-09-21,,2026-09-21,false
